TIO2(WT%),AL2O3(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),SC(PPM),V(PPM),CR(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),PB(PPM),TH(PPM),U(PPM),Thickness
1.14,16.5,7.82826,7.72,5.33,0.14,2.07,4.28,0.36,,0.0,261.0,,109.0,,,49.0,715.0,22.0,166.0,14.0,,495.0,34.3,70.1,,34.5,6.94,1.75,,0.77,,1.2,,0.25,1.76,0.28,4.42,0.52,,6.6,,0
0.6970000000000001,17.81,6.66,6.61,3.26,0.119,1.37,4.01,0.224,15.3,127.0,43.0,,15.0,,,29.0,578.0,14.65,116.0,4.59,,545.0,14.09,27.29,3.36,14.5,3.54,1.08,3.14,0.49,2.83,0.55,1.43,0.2,1.28,0.2,2.92,0.32,6.21,3.11,1.07,0
1.21,17.57,7.698778,11.82,7.88,0.13,0.06,2.64,0.1,,,313.0,,95.0,,,1.0,167.0,25.0,96.0,2.0,,22.0,,11.0,,,,,,,,,,,,,,,,,,1
0.66,14.6,9.86417,7.38,2.59,0.21,0.72,2.69,0.17,32.0,190.0,6.0,21.0,,32.0,113.0,11.0,305.0,22.0,37.0,,,215.0,,,,,,,,,,,,,,,,,,,,1
0.65,16.67,4.5,4.81,2.76,0.07,2.75,3.82,0.18,11.3,,63.0,,23.0,,,89.9,553.3,13.2,140.3,7.0,,763.0,23.6,46.6,5.5,20.8,4.0,1.0,3.3,0.5,2.6,0.5,1.3,0.2,1.1,0.2,4.1,,,10.7,2.9,0
0.9,14.53,9.43,7.88,3.41,,0.32,3.04,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,1
0.5,18.06,7.693289999999998,11.57,9.09,0.14,0.18,1.78,0.06,39.6,235.3,372.3,36.1,102.1,99.9,63.0,2.4,149.0,16.4,42.1,0.52,0.11,48.0,2.42,6.7,1.07,5.32,1.69,0.64,2.21,0.39,2.53,0.57,1.63,,1.62,0.25,1.16,0.05,0.99,0.2,0.1,1
0.41,16.4,4.777938,5.1,2.5,0.09,1.73,4.12,0.13,11.4,120.0,46.0,19.0,25.0,,,41.0,515.0,8.8,72.0,2.9,,785.0,13.2,24.0,,11.5,2.5,0.67,2.4,,1.6,,1.0,,0.8,,,,,3.4,,0
0.15,13.12,1.38,1.19,0.41,0.05,5.74,3.21,0.05,3.83,31.0,6.8,2.3,1.0,,,229.0,69.0,34.0,135.0,10.0,12.1,354.0,34.6,66.0,,26.0,4.56,0.36,,0.7,,,,,3.5,0.6,4.4,0.9,22.0,21.9,3.1,0
0.8,16.9,5.57876,5.53,3.0,0.09,2.27,4.16,0.25,11.5,143.0,49.0,24.0,33.0,,,43.0,785.0,13.1,160.0,6.1,,1010.0,31.0,61.0,,28.0,5.1,1.34,3.7,,2.4,,1.35,,1.05,,,,,2.65,,0
1.46,16.91,5.63,5.43,3.09,0.08,3.18,2.94,0.42,9.6,,26.0,11.1,,,,148.0,591.0,,234.0,41.0,13.0,647.0,55.6,113.6,,49.4,8.81,1.85,,0.977,,,,,1.43,0.174,5.8,3.1,,17.2,6.3,0
0.58,17.15,5.479782,5.94,2.61,0.1,1.2,4.0,0.13,13.96,130.59,27.8,14.44,12.74,,,21.81,441.23,12.72,53.07,2.09,,588.89,8.35,16.12,,10.15,2.12,0.78,2.31,,2.26,,1.13,,1.21,,,,,1.12,,0
0.8240000000000001,15.99,5.002888,4.83,2.8,0.08199999999999999,2.84,3.73,0.261,5.5,,16.0,4.0,2.0,,,,,,,,50.8,525.0,45.3,89.7,,36.6,7.08,1.24,,0.63,,,,,1.34,0.13,4.2,2.0,,14.7,8.0,0
0.74,16.31,9.67944,11.74,6.43,0.15,0.6,2.35,0.16,40.9,,52.0,46.5,,,101.0,9.42,167.0,,,,0.24,122.0,5.27,12.02,,,2.55,0.87,,0.38,,,,,1.84,0.33,1.5,2.3,,,,1
1.71,16.55,9.787716,8.12,4.07,0.18,0.63,4.39,0.26,,278.0,,,21.0,,,13.0,148.0,50.0,160.0,5.0,,48.0,,,,,,,,,,,,,,,,,,,,1
0.54,14.69,3.44,2.94,1.25,0.04,3.41,3.62,0.17,,50.0,0.0,5.38,,,,112.0,397.0,10.9,210.0,11.9,4.57,1090.0,42.2,79.4,9.42,31.3,5.75,1.23,3.82,0.52,2.16,0.38,0.9,0.11,0.72,0.1,5.86,0.88,,11.4,4.67,0
0.69,19.37,5.39,7.84,3.2,0.09,1.26,3.99,0.19,16.2,,,,,,,26.9,764.0,11.8,,4.57,,544.0,14.3,27.1,3.29,13.82,3.23,1.05,2.88,0.42,2.34,0.44,1.11,0.16,0.94,0.15,2.58,0.3,7.32,3.41,1.09,0
1.18,20.19,9.432466,10.76,3.84,0.16,0.48,2.68,0.21,29.0,332.0,12.0,,20.0,145.0,85.0,12.0,398.0,18.0,84.0,0.0,,88.0,4.0,12.0,,,,,,,,,,,,,,,0.0,,,1
1.65,13.62,12.09,7.0,2.84,0.22,0.51,3.4,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1.55,15.52,9.283588,5.8,3.86,0.22,3.16,3.39,0.32,,338.0,7.0,25.0,16.0,45.0,173.0,141.0,422.0,30.0,185.0,4.9,1.8,908.0,18.0,41.0,5.7,25.0,6.1,1.8,5.9,0.9,5.4,1.1,3.0,0.45,3.0,0.47,4.8,0.42,16.9,4.5,1.2,0
0.61,16.3,6.739502000000001,7.63,3.41,0.14,0.89,2.85,0.1,,205.0,12.4,,9.59,,,8.12,232.0,27.8,81.5,0.86,0.38,92.7,4.73,13.0,2.0,9.94,2.97,0.87,3.64,0.65,4.25,0.93,2.81,0.43,2.94,0.46,2.31,0.056,1.75,0.34,0.15,1
0.62,16.78,4.185651999999998,4.81,4.79,0.07,3.79,2.58,0.25,,89.0,236.0,,57.0,18.0,90.0,259.0,355.0,16.0,165.0,7.0,,878.0,,,,,,,,,,,,,,,,,69.0,,,0
0.69,16.01,4.35,4.52,2.25,0.07,3.18,3.59,0.18,,,45.0,,16.0,,,147.0,395.0,19.91,199.0,12.24,6.44,664.0,35.44,58.8,6.75,25.78,4.68,0.87,4.21,0.54,3.49,0.68,2.11,0.28,1.97,0.29,5.72,0.9,15.93,18.52,5.45,0
1.131,16.762999999999998,5.9242832000000005,6.061,3.224,0.093,2.513,4.38,0.465,11.0,144.0,30.0,14.0,17.0,55.0,96.0,53.0,932.0,15.7,228.0,10.9,,1190.0,42.0,88.0,,43.0,,,,,,,,,,,,,10.0,4.0,,0
0.715,16.74,5.785714,6.04,3.52,0.112,1.85,3.55,0.219,22.0,260.0,69.0,36.0,30.0,135.0,108.0,149.0,1317.0,22.6,135.0,8.94,,1405.0,23.4,47.55,5.97,26.2,6.09,1.93,5.18,0.73,4.38,,2.12,0.29,1.89,0.31,,,,,,0
0.84,17.63,5.272828,5.07,2.59,0.08,2.97,4.05,0.22,,103.0,21.0,20.0,12.0,47.0,74.0,90.0,621.0,22.0,208.0,10.0,,892.0,,,,,,,,,,,,,,,,,15.0,,,0
0.72,17.1,5.875694,6.39,3.66,0.1,1.35,4.23,0.23,15.0,164.0,48.0,22.0,56.0,,,28.0,681.0,12.0,122.0,4.4,,640.0,13.6,28.5,,16.0,3.55,0.99,2.75,,2.15,,1.1,,1.05,,,,,3.0,,0
0.696,18.42,5.52,6.22,2.47,0.09,1.47,4.32,0.234,13.0,133.0,19.0,,6.0,,,32.9,609.0,13.39,112.0,4.4,,578.0,15.06,28.86,3.54,15.12,3.47,1.07,3.14,0.46,2.59,0.5,1.32,0.19,1.13,0.18,3.09,0.31,5.23,3.51,1.28,0
0.64,15.87,10.25772,8.86,4.63,0.18,0.49,1.93,0.11,30.0,258.0,85.0,,23.0,107.0,119.0,5.05,157.0,7.88,14.0,0.181,0.24,100.0,1.08,3.41,0.55,2.85,0.96,0.4,1.09,0.2,1.45,0.31,0.9,0.13,1.01,0.14,0.47,0.0137,4.59,0.09,0.12,1
0.93,14.99,9.73,12.4,7.42,0.19,0.06,2.08,0.06,,,167.0,,80.3,,,0.47,53.12,13.28,43.7,0.88,,,0.7,2.23,0.38,2.38,0.75,0.32,,0.2,1.32,0.3,0.82,,0.89,,,,0.4,,,1
0.17,13.69,0.908798,1.13,0.16,0.05,4.19,3.98,0.05,3.86,,,,,,,155.0,175.0,13.56,108.0,18.5,3.8,780.0,30.3,60.8,6.59,21.3,3.61,0.62,2.69,0.42,2.56,0.46,1.21,0.18,1.12,0.13,3.8,1.32,19.2,9.4,3.3,0
0.99,15.82,10.23,11.24,6.42,0.16,0.21,2.64,0.12,,,,,,,,3.48,137.0,24.2,41.1,0.51,0.08,38.3,1.87,5.47,0.87,5.68,2.02,0.87,3.09,0.5,3.71,0.83,2.43,0.34,2.37,0.43,1.3,0.08,0.66,0.2,0.08,1
0.435,14.7,1.880582,1.02,0.5,0.059,5.53,3.61,0.103,5.6,,,6.0,7.0,16.0,42.0,195.0,212.0,17.0,194.0,14.0,6.6,662.0,35.0,65.0,7.1,23.0,4.2,0.8,3.4,0.58,3.1,0.63,1.8,0.28,1.9,0.32,,1.4,17.0,24.0,6.2,0
0.33,14.23,1.583648,2.39,1.9,0.06,3.43,3.38,0.08,,52.0,4.0,43.0,13.0,,,148.0,470.0,19.0,129.0,15.0,,327.0,,,,,,,,,,,,,,,,,,23.0,3.0,0
0.57,16.8,5.605754,6.4,2.87,0.1,1.15,3.7,0.16,14.5,139.0,46.0,17.0,16.0,,,21.5,450.0,14.0,82.0,2.7,,600.0,8.4,18.0,,11.5,2.5,0.75,2.6,,2.2,,1.3,,1.2,,,,,1.6,,0
0.37,15.56,2.882606,3.36,0.99,0.08,2.21,4.2,0.12,,50.0,10.0,,3.0,,,62.0,430.0,11.0,94.0,,,1259.0,12.76,29.66,,11.87,2.42,0.58,1.92,,1.32,,0.65,,0.69,0.08,3.0,,,,,0
0.15,7.92,9.7,7.18,20.89,0.21,0.14,0.85,0.01,44.0,191.0,2027.0,,501.0,,,2.0,46.0,5.0,5.0,0.0,,34.0,,,,,,,,,,,,,,,,,,,,1
0.6,16.45,5.560764,5.14,1.88,0.07,1.05,3.82,0.13,8.0,131.0,13.5,12.0,5.0,,,22.5,408.0,9.0,86.0,3.0,,595.0,8.8,17.5,,11.0,2.6,0.77,2.5,,1.7,,0.7,,0.64,,,,,1.65,,0
0.71,16.15,4.89,5.42,3.19,0.08,2.79,2.98,0.16,,,106.0,,18.0,,,100.0,404.0,16.13,144.0,9.88,5.05,623.0,32.44,54.28,6.29,24.52,4.47,0.96,3.94,0.52,3.13,0.58,1.75,0.22,1.5,0.21,3.26,0.76,16.77,13.71,3.63,0
0.68,18.26,9.618862,13.94,6.61,0.17,0.25,1.56,0.08,,344.0,100.0,36.0,40.0,120.0,80.0,4.0,293.0,14.8,18.0,0.5,,75.0,2.34,5.28,0.78,4.34,1.5,0.635,1.84,0.35,2.34,0.52,1.59,0.237,1.45,0.222,0.7,0.01,,0.2,0.32,1
0.65,14.6,9.830602,7.48,2.59,0.21,0.85,2.69,0.17,34.0,175.0,,21.0,,38.0,105.0,10.0,295.0,20.0,40.0,,,195.0,,,,,,,,,,,,,,,,,,,,1
0.95,15.85,8.98,12.64,7.16,0.15,0.26,2.39,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.84,15.0,5.236836,4.17,1.75,0.08,2.29,3.55,0.28,12.5,160.0,50.0,16.0,19.0,,,56.0,395.0,19.0,195.0,6.9,,955.0,20.1,45.0,,25.0,4.4,1.05,4.2,,3.3,,1.8,,1.7,,,,,4.9,,0
0.54,16.3,6.25361,5.85,3.57,0.1,1.13,3.7,0.11,16.0,150.0,112.0,21.0,35.0,,,28.3,343.0,11.0,90.0,3.0,,602.0,6.7,15.0,,9.3,2.2,0.67,2.0,,1.9,,1.1,,1.1,,,,,1.4,,0
0.987,16.2,5.146856,4.78,2.38,0.07200000000000001,2.96,4.59,0.397,6.0,9.0,22.0,1.0,3.0,3.980910083,43.0,407.0,16.0,18.0,87.0,28.0,24.6982127,23.0,27.48270789,57.10089308,5.292505974,18.05227204,3.967585792,,3.533524723,,2.652863587,,1.351150754,,1.5867332930000002,,4.664237222,14.39727056,31.0,35.5133357,18.63283669,0
0.59,13.64,7.630304,5.65,1.48,0.18,1.12,3.05,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.72,16.08,4.27405,4.61,2.18,0.07,3.67,3.34,0.18,11.77,,,,20.46,,,135.0,385.0,15.53,191.0,13.0,4.09,677.0,39.4,80.1,8.91,31.4,5.5,1.15,4.37,0.53,3.04,0.57,1.66,0.22,1.28,0.18,5.28,0.83,20.9,16.0,3.7,0
0.48,16.2,2.915352,2.1,0.78,0.08,5.13,4.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.94,18.05,7.096274,7.93,3.59,0.16,0.91,3.36,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1.63,15.55,9.36,11.04,6.74,,0.25,3.07,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1.28,15.36,6.6675179999999985,7.21,2.7,0.1,2.07,4.01,0.31,12.0,150.0,66.0,22.0,32.0,106.0,96.0,35.0,833.0,13.0,263.0,11.0,0.73,,39.0,79.0,9.6,38.0,6.4,1.6,4.8,0.62,3.2,0.54,1.3,0.17,1.1,0.15,,,11.0,4.6,0.8,0
0.79,17.4,5.62375,6.2,2.82,0.09,1.3,4.49,0.21,11.0,144.0,15.0,18.0,24.0,,,26.5,624.0,13.0,122.0,5.1,,585.0,14.5,31.0,,17.5,3.65,1.07,3.5,,2.35,,1.2,,0.99,,,,,3.05,,0
0.633,14.4,9.85281,7.42,2.6,0.204,0.846,2.34,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.57,16.5,3.5632080000000004,3.43,1.37,0.06,2.54,4.03,0.17,4.4,65.0,14.0,,7.0,,,64.0,570.0,8.0,55.0,8.1,,1080.0,31.0,50.0,,25.0,4.25,1.03,2.65,,1.65,,0.7,,0.57,,,,,10.65,,0
0.72,17.25,6.352588,6.43,3.1,0.11,1.56,3.69,0.17,15.6,166.0,22.0,21.0,21.0,,,39.0,500.0,16.3,126.0,5.2,,780.0,16.4,31.0,,16.8,3.75,0.99,2.95,,2.75,,1.5,,1.53,,,,,5.75,,0
0.7,15.63,3.92962,2.77,0.98,0.11,1.76,5.01,0.18,15.0,18.0,5.0,,0.0,17.0,87.0,19.0,200.0,65.0,271.0,,,218.0,16.0,41.0,,,,,,,,,,,,,,,7.0,,,1
0.84,14.95,5.62,6.5,4.76,0.1,2.94,3.6,0.56,15.34,147.16,173.09,21.13,39.18,64.67,82.41,79.31,1426.85,18.87,236.42,8.71,2.63,1686.87,72.72,148.77,17.57,69.46,11.9,3.22,8.29,0.91,3.99,0.63,1.48,,1.14,0.16,5.5,0.53,13.95,16.44,5.56,0
0.59,15.3,3.0,2.8,1.23,0.05,5.0,2.7,0.21,6.4,60.1,12.5,,1.6,5.5,56.4,300.1,307.3,19.1,184.1,18.1,104.8,459.0,49.0,98.0,11.4,40.7,7.6,1.3,5.5,0.77,4.0,0.72,1.8,0.25,1.5,0.23,5.5,2.0,17.0,28.9,10.3,0
0.64,15.72,10.230726,8.64,4.27,0.17,0.49,1.89,0.12,28.0,224.0,79.0,,23.0,88.0,85.0,3.66,257.0,6.08,10.0,0.121,1.26,130.0,0.8,2.66,0.42,4.8,0.75,0.31,0.83,0.15,1.11,0.24,0.72,0.11,0.79,0.11,0.33,0.0082,3.24,0.17,0.09,1
0.81,18.57,8.00441,11.54,5.57,0.16,0.65,2.51,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.86,17.5,5.89369,5.98,3.11,0.09,2.02,4.33,0.27,11.2,157.0,66.0,20.5,37.0,,,34.0,840.0,11.8,150.0,5.7,,925.0,25.0,51.0,,25.0,4.8,1.31,3.6,,2.35,,1.25,,0.93,,,,,4.0,,0
0.7,15.6,3.5992,3.5,1.4,0.1,3.5,4.4,0.3,4.6,78.5,8.9,9.6,7.9,,,112.8,810.7,8.0,129.9,,,1375.5,41.8,80.3,,32.9,5.7,1.4,3.3,,1.6,,0.4,,0.5,,,,,9.3,,0
0.59,16.98,9.753832,10.59,3.61,0.17,0.52,1.75,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.57,17.27,9.114974,10.9,4.56,0.16,0.42,1.98,0.09,33.0,287.0,30.0,,18.0,94.0,92.0,5.96,235.0,12.6,22.0,0.242,0.27,114.0,1.54,4.65,0.78,4.12,1.44,0.55,1.75,0.32,2.24,0.5,1.44,0.21,1.52,0.23,0.75,0.019,3.73,0.156,0.139,1
1.09,16.47,8.457756,12.9,7.67,0.16,0.28,1.82,0.11,,,179.0,,78.0,,,5.0,130.0,22.0,44.0,1.0,,42.0,,7.0,,,,,,,,,,,,,,,,,,1
0.66,16.01,5.5,5.89,4.59,0.09,2.19,3.79,0.19,,,239.0,,32.0,,,60.45,568.0,12.3,168.0,6.06,,661.0,18.41,38.36,4.49,17.76,3.46,0.86,0.45,3.06,2.62,0.52,1.44,0.21,1.39,0.21,3.54,0.42,11.39,5.33,1.12,0
0.97,17.18,11.46381,9.16,4.69,0.2,0.79,2.78,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.49,14.47,9.508458,11.92,7.34,0.17,0.33,1.48,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.708,17.66,4.975894,5.79,2.44,0.099,1.96,3.94,0.242,4.0,49.0,0.2,5.0,2.0,17.0,90.0,341.0,366.0,29.1,383.0,25.1,,218.0,44.9,81.32,,33.53,6.66,1.33,5.53,,4.98,,2.91,,3.43,0.47,,1.947,,,,0
0.74,19.05,7.666296000000001,7.16,4.09,0.15,1.16,3.95,0.41,26.1,176.0,10.3,21.6,21.8,37.7,94.9,25.29,249.6,36.9,125.4,1.52,0.44,152.3,13.4,31.6,4.85,21.5,5.62,1.57,6.29,1.02,5.86,1.21,3.41,,3.36,0.52,3.24,0.13,3.49,1.38,0.63,1
0.18,13.62,5.288678,4.42,4.93,0.09,1.42,3.07,0.06,,86.0,266.0,,59.0,,,12.0,230.0,10.0,73.0,7.0,,47.0,,,,,,,,,,,,,,,,,,,,1
0.458724247,15.18153985,2.104448227,2.15864264,0.8941063309999999,0.039580189,4.5334540080000005,3.54,0.122800075,5.30436474,,14.0527071,3.97876392,3.044629958,,,265.89768300000003,256.7637931,11.16364318,168.4695243,17.2529031,30.621852,576.2899859,41.23254294,83.95718004,,33.36697296,6.3493614,0.8607348,,0.3657546,,,,,1.19002932,0.1488402,4.79334672,2.28890844,26.38679297,28.01230254,13.27146912,0
0.74,15.97,4.11,4.71,2.16,0.08,3.1,4.28,0.25,8.4,98.0,70.0,12.0,20.0,,,93.0,821.0,11.0,256.0,9.4,1.27,958.0,36.8,80.8,9.6,35.7,5.9,1.5,3.5,0.47,2.3,0.39,0.94,0.136,0.79,0.11,5.8,0.53,11.2,11.0,1.37,0
1.68,15.2,11.01,9.53,4.72,0.22,0.29,3.18,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.741,16.0,4.606976,4.68,2.52,0.08,2.73,4.09,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,0
0.67,16.45,4.490002,4.29,2.28,0.11,3.65,2.93,0.28,,98.0,5.0,,,,,145.0,508.0,23.1,229.0,23.2,6.3,553.0,38.5,82.3,9.19,30.9,6.4,1.09,4.4,0.77,3.88,0.72,2.15,0.35,1.78,0.4,6.0,1.6,,15.9,4.0,0
0.69,15.19,9.26794,11.71,5.18,0.2,2.81,2.86,0.79,33.0,349.0,35.0,39.0,35.0,,,55.0,1211.0,24.0,64.0,1.7,,956.0,,,,,,,,,,,,,,,,,9.0,2.7,1.8,1
1.71,15.19,11.14,9.16,4.55,0.24,0.26,3.42,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.24,13.48,8.78,10.84,7.56,,0.3,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1.12,15.9,5.902688,6.28,3.09,0.08,2.4,4.25,0.48,11.8,146.0,88.0,19.0,38.0,50.0,104.0,66.0,908.0,,258.0,10.0,,1100.0,45.5,94.3,,44.0,6.54,1.73,,0.57,,,,,1.18,0.17,5.8,,,4.7,,0
0.9,15.95,4.072506,3.95,1.97,0.06,3.31,4.41,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.8590000000000001,16.32,7.747278,5.78,2.05,0.22,1.43,4.13,0.279,28.0,125.0,0.0,20.4,5.37,61.0,112.0,27.8,366.0,39.1,116.0,2.76,0.703,407.0,12.6,26.8,3.94,18.5,5.06,1.65,6.23,1.05,6.58,1.41,4.02,,3.92,0.634,3.15,0.201,5.08,1.84,0.716,1
0.87,16.3,6.8384800000000014,6.7,4.8,0.1,1.35,4.06,0.22,15.3,175.0,152.0,27.0,75.0,,,31.0,640.0,11.7,115.0,4.6,,595.0,14.7,31.0,,16.5,3.75,1.06,3.35,,2.3,,1.0,,0.92,,,,,3.4,,0
0.430690726,15.75159749,9.033510762,10.68406889,5.811374463,0.159966833,0.404468019,1.596775459,0.087151274,39.04056515,252.0249792,57.66506206,36.12729283,39.72634669,89.56896435,67.0306858,6.809602113,186.3514163,13.05810575,23.24460625,0.676641565,0.160250507,56.40171088,2.118516583,5.5320638970000005,0.895959753,4.671476986,1.309617907,0.486030014,1.7496466330000002,0.304823619,2.021399954,0.458038069,1.34300421,,1.4052996969999998,0.226538503,0.6880787540000001,0.051528077,1.127213181,0.195406383,0.107211827,1
0.904,15.62,8.449122000000001,5.97,2.15,0.218,1.36,3.96,0.303,28.5,134.0,0.0,19.6,2.77,61.0,112.0,27.6,370.0,39.1,116.0,2.83,0.698,402.0,12.4,26.2,3.88,18.1,4.98,1.64,6.09,1.04,6.52,1.38,3.94,,3.88,0.61,3.08,0.201,4.89,1.78,0.696,1
0.69,17.67,5.3718059999999985,5.32,2.1,0.11,2.5,4.24,0.24,,84.0,,42.0,1.0,30.0,74.0,74.0,503.0,19.0,177.0,29.0,,844.0,,,,,,,,,,,,,,,,,21.0,,,0
0.81,16.3,7.10842,6.35,2.57,0.19,1.25,3.94,0.21,,107.0,22.0,31.0,8.0,37.0,92.0,18.0,352.0,35.0,111.0,2.4,,419.0,,,,,,,,,,,,,,,,,,,,1
0.828,16.5,4.472006,4.35,1.97,0.075,2.99,4.76,0.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1.12,17.52,6.955454,6.58,3.26,0.12,2.34,3.99,0.5,10.0,137.0,15.0,17.0,17.0,,,55.0,907.0,16.6,197.0,10.2,,878.0,33.2,73.3,9.5,34.6,7.1,1.7,5.2,0.6,3.5,0.6,1.6,0.2,1.35,0.2,5.8,0.6,14.0,7.2,,0
0.99,16.52,7.0653320000000015,6.92,5.81,0.11,1.39,3.64,0.25,19.0,191.0,230.0,,98.0,19.0,88.0,34.0,571.0,17.0,150.0,9.0,,387.0,19.0,45.0,,23.0,,,,,,,,,,,,,6.0,4.0,,0
0.62,16.58,11.035774,5.61,2.27,0.08,1.05,4.17,0.15,9.5,132.0,42.0,,13.0,,,18.8,439.0,8.9,75.0,3.5,,540.0,9.0,20.0,,11.0,2.7,0.81,2.6,,1.8,,0.8,,0.63,,,,,1.5,,0
0.67,16.8,5.416796,5.06,2.4,0.08,1.96,4.15,0.2,7.9,125.0,30.0,17.0,16.0,,,52.0,555.0,9.2,101.0,6.0,,762.0,19.5,36.0,,19.0,,0.97,,,1.91,,0.85,,0.62,,,,,,,0
1.01,18.5,7.31,6.27,7.76,0.07,0.23,3.25,0.16,,167.0,265.0,35.0,67.0,75.0,,1.9,283.0,25.0,64.0,,,80.0,,,,,,,,,,,,,,,,,,,,1
0.67,15.7,5.046354,4.48,2.72,0.09,2.33,3.73,0.2,,120.0,50.0,,31.0,,65.0,83.0,440.0,,,,,440.0,,,,,,,,,,,,,,,,,13.0,,,0
0.64,17.07,7.14,7.06,4.32,0.12,0.89,3.72,0.13,23.0,159.0,,,39.0,,,19.0,363.0,16.0,90.0,2.8,,368.0,,,,,,,,,,,,,,,,,,,,0
0.715,16.1,3.878138,4.12,2.0,0.065,2.77,4.57,0.255,,202.0,139.0,23.0,47.0,76.0,67.0,123.0,796.0,20.0,154.0,8.0,6.8,827.0,27.0,55.0,6.6,26.0,5.3,1.47,4.58,0.66,3.88,0.74,1.92,0.29,1.9,0.32,4.1,0.69,13.0,8.4,2.5,0
0.64,17.74,9.384914,10.89,5.38,0.2,0.86,2.55,0.14,,243.0,12.0,,15.0,,81.0,16.7,318.0,20.0,64.5,1.23,0.289,183.0,7.49,15.97,2.4,10.95,2.84,0.93,3.2,0.5920000000000001,3.3,0.708,2.04,0.318,1.99,0.319,1.85,0.08,2.03,0.944,0.386,1
1.08,19.85,8.92413,9.69,3.59,0.15,0.7,3.13,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.86,15.84,8.359142,12.43,8.01,0.16,0.11,1.92,0.08,36.0,325.0,271.0,37.0,81.0,114.0,72.0,0.0,156.0,20.0,36.7,0.4,,17.8,1.49,4.64,0.78,5.05,1.9,0.76,2.64,0.47,3.18,0.72,2.09,0.34,2.13,0.34,0.85,0.03,1.17,0.05,0.04,1
0.62,15.27,4.220062,3.14,1.08,0.09,3.78,3.46,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.59,13.66,7.522328,5.67,1.56,0.18,1.13,3.18,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.44,15.37,2.555432,2.68,1.08,0.05,4.01,4.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.87,17.1,6.030542,6.45,4.58,0.19,2.56,4.12,0.13,26.0,181.0,70.0,,46.0,,181.0,79.0,323.0,20.0,108.0,3.0,6.2,348.0,10.0,24.0,3.3,14.0,3.4,1.0,3.5,0.64,3.7,0.69,2.3,0.35,2.1,0.35,3.2,0.22,8.8,2.9,0.78,0
0.9,13.99,10.34,7.64,3.43,,0.28,3.04,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,1
0.78,16.05,6.082648000000002,6.1,4.24,0.1,1.69,4.02,0.24,14.0,160.0,138.0,24.0,67.0,,,40.2,660.0,12.0,128.0,5.7,,775.0,18.5,38.0,,20.2,4.1,1.1,3.3,,2.4,,1.1,,1.0,,,,,4.7,,0
1.19,16.66,5.53377,5.38,2.61,0.08,2.75,4.64,0.59,,136.0,30.0,,,,,70.0,1157.0,13.0,266.0,31.0,,1367.0,66.0,128.0,14.3,45.8,7.3,1.81,5.4,0.6,2.8,0.5,1.2,,0.9,0.13,,,25.0,5.7,1.1,0
0.86,16.39,10.043708,9.89,4.36,0.19,0.64,2.33,0.13,,,1.0,,11.0,,,9.0,219.0,21.0,53.0,1.0,,118.0,,14.0,,,,,,,,,,,,,,,,,,1
0.87,16.46,10.112706,9.8,4.35,0.2,0.78,1.96,0.13,,,4.0,,11.0,,,12.0,215.0,21.0,52.0,1.0,,127.0,,15.0,,,,,,,,,,,,,,,,,,1
